count,technique,act1,act2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
23,actual,Send Fine,Appeal to Judge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
24,actual,Send Fine,start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,actual,Send Fine,end,692,720,759,1739,937,937,1289,437,258,276,399,1127,746,1382,2289,1143,124,1,0,0,1105,1388,1227,896,354,254,0,111,803,378,895,581,0,0,45,575,755,571,2222,0,0,553,181,1093,638,127,2389,1027,967,0,0,460,681,590,441,753,2946,191,0,0,799,570,700,295,662,899,477,594,372,369,443,356,337,1,0
26,actual,Insert Fine Notification,Create Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,actual,Insert Fine Notification,Send Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,actual,Insert Fine Notification,Insert Fine Notification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,actual,Insert Fine Notification,Add penalty,32,866,858,721,480,603,898,1691,1747,1221,1171,433,720,1205,465,187,1492,2680,0,0,31,728,463,436,1162,1050,5,778,704,1167,117,57,1125,1161,1038,222,691,149,6,7,2085,1325,796,462,432,898,828,11,575,426,1173,817,935,61,602,1038,26,430,2073,0,1023,561,27,1077,1109,685,1126,1259,535,523,689,1084,1064,764,5
30,actual,Insert Fine Notification,Send for Credit Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,actual,Insert Fine Notification,Payment,51,134,79,60,85,107,146,80,69,61,58,23,54,50,22,55,62,14,0,0,38,29,16,110,81,78,0,35,37,110,51,69,241,25,39,23,61,102,35,83,237,32,107,47,104,116,15,25,140,8,45,74,78,67,115,33,20,52,63,0,1,2,1,1,0,1,1,1,1,5,0,0,0,0,0
32,actual,Insert Fine Notification,Insert Date Appeal to Prefecture,6,21,15,21,9,6,11,13,15,70,12,3,7,16,6,25,49,19,0,0,13,12,6,42,34,28,0,20,14,23,25,39,42,14,25,10,32,28,10,13,101,17,33,33,42,44,10,27,108,3,31,48,44,41,58,19,36,78,182,0,4,42,33,81,30,19,59,51,37,35,32,46,59,18,0
33,actual,Insert Fine Notification,Send Appeal to Prefecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
34,actual,Insert Fine Notification,Receive Result Appeal from Prefecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,actual,Insert Fine Notification,Notify Result Appeal to Offender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,actual,Insert Fine Notification,Appeal to Judge,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,2,0,5,3,3,0,1,6,12,3,3,1,0,2,2,4,7,1,7,15,2,5,4,5,4,1,2,7,1,6,4,6,0,5,0,0,2,14,0,0,3,0,5,5,2,10,3,11,5,2,6,6,7,0
37,actual,Insert Fine Notification,start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,actual,Insert Fine Notification,end,1194,1099,932,608,1642,1484,1077,1083,868,870,537,907,1061,574,902,2005,1391,29,1,0,756,637,867,971,1053,720,0,579,778,150,1226,1843,463,2,205,567,727,1537,145,1226,459,612,511,455,945,870,75,1776,910,354,349,800,78,1083,1005,613,455,2305,251,0,443,409,1251,1057,413,1179,1046,463,875,842,916,961,885,24,1
39,actual,Add penalty,Create Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,actual,Add penalty,Send Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,actual,Add penalty,Insert Fine Notification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,actual,Add penalty,Add penalty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,actual,Add penalty,Send for Credit Collection,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,363,3994,3957,540,0,0,0,0,688,4019,1424,0,0,0,0,1501,2511,0,0,0,0,1533,2474,0,0,0,0,0,0,0,0,0,3109,1723,0,0,0,0,0,0,0,178,3987,160,0,0,0,0,0,0,0,0,0,0,0,0,2664,3978
44,actual,Add penalty,Payment,0,62,76,89,210,100,156,312,349,290,250,141,77,154,160,77,128,347,3,6,117,73,62,112,87,150,0,194,153,143,195,30,183,65,516,92,95,48,12,11,228,268,226,259,134,255,233,722,212,13,161,184,316,87,166,417,324,272,284,1,258,295,31,161,850,155,122,153,87,547,557,151,144,63,2
45,actual,Add penalty,Insert Date Appeal to Prefecture,0,6,2,7,6,7,9,8,7,8,9,2,1,5,1,0,9,15,0,0,0,3,0,4,4,2,0,8,15,3,1,1,8,8,19,5,4,0,0,1,17,14,4,2,2,9,4,1,5,0,2,6,7,2,4,7,2,1,30,0,20,10,0,19,5,5,11,8,8,12,14,8,13,2,0
46,actual,Add penalty,Send Appeal to Prefecture,0,2,10,4,3,3,6,14,12,16,68,1,2,16,2,0,4,41,0,0,0,8,4,5,11,27,0,19,20,20,0,0,38,2,45,20,17,14,3,1,44,30,36,23,28,43,9,17,32,0,17,58,77,20,27,36,3,12,64,9,156,33,1,23,75,15,13,68,8,19,22,32,34,21,0
47,actual,Add penalty,Receive Result Appeal from Prefecture,0,0,9,0,5,0,0,28,0,0,0,0,0,0,0,3,2,2,0,0,4,8,7,4,2,22,0,3,21,4,0,0,21,0,14,1,2,2,0,0,12,8,10,6,4,8,0,2,1,0,5,0,8,0,0,8,0,0,1,2,19,9,4,7,6,0,4,9,0,0,1,1,7,1,0
48,actual,Add penalty,Notify Result Appeal to Offender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,9,1,1,1,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,0,0,0,0
49,actual,Add penalty,Appeal to Judge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,1,3,1,1,4,1,0,3,0,1,1,3,0,0,1,0,1,6,0,3,1,0,1,1,2,3,0,0,1,3,2,0,2,0
50,actual,Add penalty,start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,actual,Add penalty,end,35,908,908,767,488,636,946,1735,1738,1284,1134,411,710,1176,463,185,1474,2557,0,0,26,730,450,435,1257,1134,9,783,692,1194,112,52,1057,1291,1009,206,693,155,4,8,2188,1467,828,474,441,822,881,12,612,468,1252,868,987,55,636,1056,28,443,2143,0,982,509,29,1001,1053,665,1097,1182,535,511,647,1044,1052,788,6
52,actual,Send for Credit Collection,Create Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,actual,Send for Credit Collection,Send Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,actual,Send for Credit Collection,Insert Fine Notification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,actual,Send for Credit Collection,Add penalty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,actual,Send for Credit Collection,Send for Credit Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,actual,Send for Credit Collection,Payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,actual,Send for Credit Collection,Insert Date Appeal to Prefecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,actual,Send for Credit Collection,Send Appeal to Prefecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,actual,Send for Credit Collection,Receive Result Appeal from Prefecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,actual,Send for Credit Collection,Notify Result Appeal to Offender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,actual,Send for Credit Collection,Appeal to Judge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,actual,Send for Credit Collection,start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,actual,Send for Credit Collection,end,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,371,4101,4097,567,0,0,0,0,704,4101,1465,0,0,0,0,1564,2608,0,0,0,0,1566,2589,0,0,0,0,0,0,0,0,0,3221,1790,0,0,0,0,0,0,0,185,4097,169,0,0,0,0,0,0,0,0,0,0,0,0,2730,4084
65,actual,Payment,Create Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,actual,Payment,Send Fine,14,24,2,4,3,5,12,3,6,10,7,30,19,5,12,26,8,0,0,0,13,63,21,47,19,32,0,0,13,1,15,23,0,0,1,2,0,2,3,0,0,0,0,0,0,0,0,7,2,0,0,2,1,4,5,2,14,2,0,0,1,0,3,0,0,1,2,5,4,6,1,0,3,0,0
67,actual,Payment,Insert Fine Notification,3,0,0,0,4,3,7,2,0,2,0,4,5,2,1,2,5,0,0,0,5,0,0,2,1,3,0,0,0,0,1,1,2,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
68,actual,Payment,Add penalty,3,94,91,70,45,70,97,177,109,82,92,7,29,69,31,5,61,81,0,0,0,52,15,24,116,122,4,31,50,120,0,0,99,152,147,28,68,13,0,0,274,212,84,45,47,130,88,0,52,27,114,63,112,2,69,133,1,34,105,0,10,3,0,3,0,1,1,2,0,2,4,0,1,0,0
69,actual,Payment,Send for Credit Collection,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,99,122,26,0,0,0,0,16,79,39,0,0,0,0,52,81,0,0,0,0,19,100,0,0,0,0,0,0,0,0,0,103,57,0,0,0,0,0,0,0,0,103,7,0,0,0,0,0,0,0,0,0,0,0,0,61,77
